Unnamed: 0	domain	subdomain	ko_KR	en_XX	category	pick_num	papago_en2ko	papago_ko2en	google_en2ko	google_ko2en	T5_ko2en	T5_en2ko
441	스포츠	스포츠	유럽파인 손흥민(토트넘), 이재성(홀슈타인 킬), 이청용(보훔), 황희찬(함부르크), 구자철(아우크스부르크), 이승우(베로나)이 버티고 있는 상황에서 문선민(인천), 나상호(광주), 남태희(알 두하일), 이진현(포항), 김승대(포항)까지 꾸준하게 대표팀에 이름을 올리고 있다.	While Europe-based players, Son Heung-min (Tottenham), Lee Jae-sung (Holstein Kiel), Lee Chung-yong (Bochum), Hwang Hee-chan (Hamburg), Koo Ja-cheol (Augsburg), and Lee Seung-woo (Verona) are holding out, Moon Sun-min (Incheon), Na Sang-ho (Gwangju), Nam Tae-hee (Al Duhail), Lee Jin-hyun (Pohang) and Kim Seung-dae (Pohang) are consistently making their names on the national team.	sports	0	유럽파 손흥민(토트넘), 이재성(홀슈타인 키엘), 이청용(보훔), 황희찬(함부르크), 구자철(아우크스부르크), 이승우(베로나) 등이 버티고 있는 가운데 문선민(인천), 나상호(광주), 남포현(광주), 이승현(이상호), 김승현(이상하일) 등이 꾸준히 공을 세우고 있다.국가 대표팀에 오른 그들의 이름	With European players Son Heung-min (Tottenham), Lee Jae-sung (Holstein Kill), Lee Chung-yong (Bochum), Hwang Hee-chan (Hamburg), Koo Ja-cheol (Augsburg), and Lee Seung-woo (Verona), Moon Sun-min (Incheon), Na Sang-ho (Gwangju), Nam Tae-hee (Al Doo-il), Lee Jin-hyun (Pohang), and Kim Seung-dae (Pohang) are steadily on the national team.	반면 유럽 출신 선수로는 손흥민(토트넘), 이재성(홀슈타인 킬), 이청용(보훔), 황희찬(함부르크), 구자철(아우크스부르크), 이승이 있다. -우(베로나), 문선민(인천), 나상호(광주), 남태희(알두하일), 이진현(포항), 김승대(포항) 지속적으로 국가 대표팀에 이름을 올리고 있습니다.	Heung-Min Son (Tottenham), Jae-Sung Lee (Holstein Kiel), Cheong-Yong Lee (Bochum), Hee-Chan Hwang (Hamburg), Ja-Cheol Koo (Augsburg), and Seung-Woo Lee (Verona) are holding out, while Seon-Min Moon (Incheon) and Sang-Ho Na (Gwangju) are holding out. , Nam Tae-hee (Al Duhail), Lee Jin-hyeon (Pohang), and Kim Seung-dae (Pohang) are constantly on the team.	With European players Son Heung-min (Tottenham), Lee Jae-sung (Holstein Kiel), Lee Chung-yong (Bochum), Hwang Hee-chan (Hamburg), Koo Ja-cheol (Haburg), and Lee Seung-woo	유럽계 선수인 손흥민(토트넘), 이재성(홀슈타인 킬), 황희찬(함부르크), 구자철(아우크스부르크), 이승우(포항) 등이 버티는 가운데 문선민(인천), 나상호(광주), 남태희(알두하일), 이진현(포항), 김승대(포항)’가 꾸준히 대표팀에
4306	스포츠	스포츠	KBL 올스타 마커스 포스터(DB)가 20일 창원실내체육관에서 진행된 '2018∼2019시즌 SKT 5GX 프로농구 올스타전'에 참여해 3점슛 콘테스트 예선을 마친 뒤 미소짓고 있다.	KBL All-Star Marcus Foster (DB) smiles after finishing the preliminary round of the three-point shot contest at the '2018-2019 season SKT 5GX Professional Basketball All-Star Game' held at Changwon Indoor Gymnasium on the 20th.	sports	0	KBL 올스타 마커스 포스터(DB)가 20일 창원실내체육관에서 열린 '2018-2019시즌 SKT 5GX 프로농구 올스타전'에서 3점슛 콘테스트 예선을 마친 뒤 미소를 짓고 있다.	"KBL All-Star Marcus Foster (DB) smiles after participating in the ""2018-2019 SKT 5GX Professional Basketball All-Star Game"" held at Changwon Indoor Gymnasium on the 20th."	KBL 올스타 마커스 포스터(DB)가 20일 창원 실내체육관에서 열린 '2018-2019 시즌 SKT 5GX 프로농구 올스타전' 3점슛 대회 예선을 마친 뒤 미소를 짓고 있다.	KBL All-Star Marcus Foster (DB) is smiling after completing the preliminary round of the 3-point shooting contest by participating in the '2018-2019 season SKT 5GX Pro Basketball All-Star Game' held at Changwon Indoor Gymnasium on the 20th.	"KBL All-Star Marcus 포스터 (DB) smiles after finishing the preliminary round of the three-point shot contest, participating in the ""2018-2019 SKT 5GX Professional Basketball All-star Game"" held at Changwon Indoor Gymnasium on the 20th."	KBL 올스타 마커스 포스터(DB)가 20일 창원실내체육관에서 열린 '2018∼2019시즌 SKT 5GX 프로농구 올스타전'에서 3점슛 콘테스트 예선을 마친 뒤 미소를 짓고 있다.
3938	스포츠	스포츠	그 사이 포항은 외국인 선수들이 살아나며 전반 23분 선제골을 터뜨렸다.	In the meantime, Pohang scored the first goal in the 23rd minute of the first half as non-Korean players in the team started to be reactivated.	sports	0	이런 가운데 포항은 전반 23분 팀 내 비(非)한국인 선수들이 다시 활성화되기 시작하면서 선제골을 터뜨렸다.	In the meantime, Pohang scored the first goal in the 23rd minute of the first half as foreign players revived.	그런 가운데 포항은 전반 23분 팀 내 외국인 선수들이 재활성화되기 시작하면서 선제골을 터트렸다.	Meanwhile, Pohang scored the opening goal in the 23rd minute as foreign players came alive.	In the meantime, Pohang scored the first goal in the 23rd minute of the first half as foreign players revived.	그동안 포항은 팀 내 비한국 선수들이 재활성화되기 시작하면서 전반 23분 선제골을 넣었다.
3771	스포츠	스포츠	다음 일정은 드디어 완공된 허재의 세컨드 하우스, 코재 하우스의 집들이 준비였다.	The next schedule was to prepare for the housewarming party of Huh Jae's second house, the so-called Cojae house, which was finally completed.	sports	0	다음 일정은 허재의 두 번째 집, 이른바 코재 집의 집들이를 준비하는 것으로, 마침내 완공되었다.	The next schedule was to prepare the houses of Heo Jae's second house and Cojae House, which were finally completed.	다음 일정은 드디어 완성된 허재의 두 번째 집, 이른바 코재 하우스의 집들이를 준비하는 것이었다.	The next schedule was to prepare the houses of Heojae's second house and Kojae House, which were finally completed.	The next schedule was the preparation of Huh Jae's second house and the house of Kojae House, which were finally completed.	다음 일정은 허재의 두 번째 집, 이른바 코재집의 집잔치를 준비하는 것으로 최종 마무리되었다.
11417	스포츠	스포츠	류현진은 5일 미국 애리조나주 피닉스의 체이스필드에서 열린 2019 메이저리그 애리조나 다이아몬드백스와의 원정경기에 선발 등판해 7이닝을 무실점으로 막고 팀이 6-0으로 앞선 8회 마운드를 내려갔다.	Ryu Hyun-jin started the away game against the Arizona Diamondbacks in the 2019 Major League Baseball at Chase Field in Phoenix, Arizona, on the 5th, saving 7 scoreless innings and went down the mound in the 8th inning with his team leading 6-0.	sports	0	류현진은 5일 미국 애리조나주 피닉스의 체이스필드에서 열린 2019 메이저리그 애리조나 다이아몬드백스와의 원정경기에 선발 등판해 7이닝을 무실점으로 막아내며 팀이 6-0으로 앞선 8회 마운드를 내려왔다.	Ryu Hyun-jin started in an away game against the Arizona Diamondbacks in the 2019 Major League Baseball at Chase Field in Phoenix, Arizona, on the 5th, blocking seven scoreless innings and going down the mound in the eighth inning when his team led 6-0.	류현진은 지난 5일 애리조나주 피닉스 체이스필드에서 열린 2019 메이저리그(MLB) 애리조나 다이아몬드백스와의 원정 경기에서 7이닝을 무실점으로 막아내며 팀이 6-0으로 앞서는 가운데 8회 마운드에 떨어졌다. .	Ryu Hyun-jin started in the 2019 Major League Baseball away game against the Arizona Diamondbacks at Chase Field in Phoenix, Arizona, USA on the 5th, and went down the mound in the 8th inning with the team leading 6-0 after scoring 7 innings.	Ryu Hyun-jin started the away game against the Arizona Diamondbacks in the 2019 Major League Baseball at Cheis Field in Phoenix, Arizona, on the 5th and blocked seven scoreless innings and went down to the mound in the eighth inning with his team leading 6-0.	류현진은 5일 애리조나 피닉스의 셀리필드에서 열린 2019 메이저리그 애리조나 다이아몬드백스와의 원정경기에 선발 등판해 7이닝 무실점 역투를 펼친 뒤 팀이 6-0으로 앞선 8회 마운드를 내려왔다.
2943	스포츠	스포츠	그러나 FA 미아가 발생하면 수요자인 구단이 더 큰 질타를 맞는다.	However, if a FA missing child occurs, the team, which is the consumer, will be criticized even more.	sports	0	하지만 FA 미아가 발생하면 소비자인 구단은 더 큰 비난을 받게 된다.	However, if an FA loss occurs, the club, which is a consumer, will be criticized more.	하지만 FA 미아가 발생하면 소비자인 팀은 더욱 비판받을 것이다.	However, when an FA lost child occurs, the club, which is the consumer, receives greater reprimand.	However, if FA misaccident occurs, the consumer club will be criticized more.	다만 FA 실종아동이 발생하면 소비자인 구단에 대한 비난이 더욱 커질 수밖에 없다.
9499	스포츠	스포츠	kt 하준호가 18일 수원kt위즈파크에서 진행된 자체 청백전에서 0-0으로 맞선 2회 등판해 역투하고있다.	KT Wiz's Ha Joon-ho is pitching his hardest by taking the mound twice under the score 0-0 in the Blue & White match of themselves held at the Suwon KT Wiz Park on the 18th.	sports	0	kt 위즈 하준호가 18일 수원 kt 위즈파크에서 열린 블루&화이트와의 경기에서 0-0으로 뒤진 채 두 차례 마운드에 오르는 등 전력투구를 하고 있다.	Kt Ha Joon-ho is pitching hard in the second inning against 0-0 in their own Cheongbaek match at Suwon kt Wiz Park on the 18th.	KT 위즈의 하준호가 18일 수원 KT 위즈파크에서 열린 자신의 블루앤화이트 경기에서 0-0으로 2번의 마운드를 밟으며 최선을 다하고 있다.	KT Ha Jun-ho is fighting back in the 2nd time against 0-0 in his own blue and white match held at Suwon KT Wiz Park on the 18th.	KT's Ha Joon-ho is pitching hard in the second inning against 0-0 in his own Cheongbaek match at Suwon kt Wiz Park on the 18th.	kt 위즈 하준호가 18일 수원KT위즈파크에서 진행된 자체 블루&화이트 경기에서 0-0으로 맞선 2회 등판해 역투하고 있다.
4302	스포츠	스포츠	"'엘 파이스'는 ""20세 이하(U-20) 월드컵 골든보이 이강인의 골로 발렌시아가 앞서갔다""고 이강인의 활약을 높게 평가했다."	"El País"" highly praised Lee Kang-in's performance, saying, ""Valencia was ahead with the goal of Golden Boy Lee Kang-in of the U-20 World Cup."	sports	0	"'엘파이스'는 ""20세 이하 월드컵 골든보이 이강인의 골로 발렌시아가 앞섰다""며 이강인의 활약을 높이 평가했다."	"""El Pais"" highly evaluated Lee Kang-in's performance, saying, ""Valencia took the lead with Lee Kang-in's goal at the U-20 World Cup."""	"엘파이' 측은 ""발렌시아가 U-20 월드컵 골든보이 이강인의 골을 앞서갔다."	"'El Pais' praised Lee Kang-in's performance highly, saying, ""Valencia took the lead with Lee Kang-in's goal at the U-20 World Cup Golden Boy."""	"""L Fice"" praised Lee Kang-in's performance, saying, ""Valencia took the lead with the goal of the U-20 World Cup Golden Boy, Lee Sung-in."""	엘 파이스는 'U-20 월드컵 골든보이 이강인의 골로 발렌시아가 앞서 있었다'며 이강인의 활약을 높이 평가했다.
2676	스포츠	스포츠	또 비슷한 시기 해당 업체에 하이브리드 잔디 사업 독점권 부여가 검토됐으나, 이는 내부 반대로 이뤄지지 않은 것으로 확인됐다.	At the similar time, giving the company exclusive rights of the hybrid grass business was considered, but confirmed failed due to internal opposition.	sports	0	이와 함께 하이브리드 잔디 사업의 독점권을 업체에 주는 방안도 검토됐으나 내부 반대로 무산된 것으로 확인됐다.	In addition, at the same time, the company was considered to be given exclusive rights to the hybrid grass business, but it was confirmed that this was not done due to internal opposition.	비슷한 시기에 잡종 잔디 사업에 대한 독점권을 회사에 부여하는 방안도 검토했지만 내부 반대에 부딪혀 무산된 것으로 확인됐다.	At the same time, the company was considered for granting the exclusive right to the hybrid turf business, but it was confirmed that this was not done due to internal opposition.	In addition, at a similar time, the company was considered to have exclusive rights to the hybrid grass business, but it was confirmed that this was not carried out due to internal opposition.	비슷한 시기 하이브리드 잔디 사업의 회사 독점권을 부여하는 방안이 검토됐으나 내부 반발로 불발됐다.
10360	스포츠	스포츠	공정거래위원회는 프로야구 10개구단 중 약관에 연간 시즌권 '환불 불가' 조항이 있는 8개 구단이 불공정 조항을 고쳐, 내년부터는 시즌 개막 이후에도 환불이 가능하게 됐다고 12일 밝혔다.	"The Fair Trade Commission said on the 12th that eight of the ten professional baseball teams that have an annual ""non-refundable"" clause in their terms and conditions would revise the unfair clause, allowing refunds even after the season begins next year."	sports	0	공정거래위원회는 프로야구 10개 구단 중 매년 약관에 '환불 불가' 조항이 있는 8개 구단이 내년 시즌 시작 이후에도 환급이 가능하도록 불공정 조항을 개정한다고 12일 밝혔다.	"The Fair Trade Commission said on the 12th that out of 10 professional baseball teams, eight clubs with annual season ticket ""non-refundable"" provisions have fixed unfair provisions, allowing refunds even after the opening of the season from next year."	공정거래위원회는 12일 약관에 연간 '환불 불가' 조항이 있는 프로야구 10개 구단 중 8개 구단이 내년 시즌 개막 이후에도 환불이 가능하도록 불공정 조항을 개정한다고 12일 밝혔다.	The Fair Trade Commission announced on the 12th that 8 out of 10 professional baseball teams with an annual season ticket 'non-refundable' clause in their terms and conditions corrected the unfair clause, and from next year, refunds are possible even after the season starts.	"The Fair Trade Commission announced on the 12th that eight of the 10 professional baseball teams, which have an annual season ticket ""no refund"" clause in the terms and conditions, will be able to refund even after the season opens from next year."	공정거래위원회는 매년 '불환급' 조항이 있는 프로야구 10개 구단 중 8개 구단이 약관에 불공정 조항을 개정해 내년 시즌이 시작된 뒤에도 환불이 가능하다고 12일 밝혔다.
9977	스포츠	스포츠	레스터시티전 승리로 2위와의 승점차가 13점으로 늘어난 리버풀은 전반기 마감까지 1경기가 더 남아 있다.	Liverpool, whose victory over Leicester City increased the gap with 2nd place to 13 points, has 1 more game to go until the end of the first half of the year.	sports	0	2위와 승점 13으로 격차를 벌린 리버풀은 상반기 말까지 1경기를 남겨두고 있다.	Liverpool, whose victory over Leicester City has increased the gap with the second place to 13 points, has one more game left until the end of the first half.	레스터시티를 꺾고 승점 13점으로 격차를 벌린 리버풀은 상반기까지 1경기를 더 남겨두고 있다.	Liverpool have one more game left until the end of the first half, with the gap with second place increasing to 13 points with the win over Leicester City.	Liverpool, whose point gap with second place has increased to 13 points with the victory against Leicester City, has one more game left until the end of the first half.	레스터 시티를 꺾고 승점 13으로 2위 격차를 늘린 리버풀은 상반기 말까지 1경기가 더 남았다.
8484	스포츠	스포츠	전북과 울산은 이번 시즌 두 차례 맞붙어 울산이 1승 1무로 우세하다.	Jeonbuk and Ulsan will face each other twice this season, with Ulsan dominant with one win and one draw.	sports	0	전북과 울산은 올 시즌 두 차례 맞대결을 펼치며 울산이 1승1무로 우세를 보이고 있다.	Jeonbuk and Ulsan have faced each other twice this season, and Ulsan is dominant with one win and one draw.	전북과 울산은 올 시즌 2번 맞붙는다. 울산이 1승 1무로 압도적이다.	Jeonbuk and Ulsan have met twice this season, and Ulsan has the upper hand with 1 win and 1 draw.	Jeonbuk and Ulsan have faced each other twice this season, with Ulsan leading with one win and one draw.	전북과 울산은 올 시즌 두 차례 맞대결을 펼치게 되는데 울산이 1승1무로 우세하다.
3566	스포츠	스포츠	KBO리그도 각 팀에 한 두명씩 투구습관 분석 전문가가 있다.	The KBO League also has one or two pitching habits analysis experts in each team.	sports	0	KBO리그도 팀별로 1~2명의 투구습관 분석 전문가가 있다.	The KBO League also has one or two pitching habit analysis experts on each team.	KBO리그도 각 팀에 투구 습관 분석 전문가가 한두 명씩 있다.	In the KBO League, each team has one or two experts in analyzing pitching habits.	The KBO League also has one or two pitching habits analysis experts in each team.	KBO리그도 각 팀에 투수습관 분석 전문가가 1∼2명 정도 있다.
10688	스포츠	스포츠	바운스로 모래를 쳐냈기 때문에 모래 알갱이가 잘 폭파됐다는 얘깁니다.	It means that it successfully crushed the grain of sand because it bounced off the sand.	sports	0	모래에서 튕겨져 나왔기 때문에 모래알을 성공적으로 뭉개버렸다는 뜻이다.	It means that the grains of sand were well blown up because the sand was hit with a bounce.	모래에서 튕겨져 나온 모래알이 잘 부서졌다는 뜻이다.	It is said that the grains of sand were well blasted because the sand was hit with the bounce.	It means that the sand fragments were blown out well because the sand was cut off with a bounce.	모래가 돌기 때문에 모래의 알갱이를 성공적으로 파쇄했다는 뜻이다.
8836	스포츠	스포츠	NPB 사무국과 센트럴·퍼시픽리그에서 각 6개 구단씩이 참여한 실행위원회는 코로나19 확산에 따른 선수 등록·말소 및 트레이드 마감 시한 연장, 자유계약선수(FA) 자격 기준 완화와 같은 특별 규정 제정을 논의하고 있다.	The executive committee, which includes the NPB secretariat and six clubs each in the Central and Pacific League, is discussing enacting special regulations such as registering and canceling players, extending the trade deadline, and easing standards for a free agent (FA) following the spread of COVID-19.	sports	0	NPB 사무국과 센트럴·퍼시픽리그 각 6개 구단이 참여하는 집행위원회는 코로나19 확산에 따른 선수 등록 및 취소, 트레이드 기한 연장, FA(자유계약선수) 기준 완화 등 특례규정 제정을 논의하고 있다.	The NPB Secretariat and the executive committee, which each of the six clubs participated in the Central and Pacific League, are discussing enacting special regulations such as extending the player registration, cancellation and trade deadline due to the spread of COVID-19.	NPB 사무국과 센트랄·퍼시픽리그 각 6개 구단으로 구성된 집행위원회는 확산에 따른 선수 등록 및 취소, 트레이드 마감 연장, FA(FA) 기준 완화 등 특별 규정 제정을 논의 중이다. COVID-19의.	The NPB secretariat and the executive committee, which each six clubs from the Central and Pacific Leagues participated, discussed the enactment of special regulations, such as extension of deadlines for player registration and cancellation and trade deadlines due to the spread of COVID-19, and relaxation of free agent (FA) qualification standards. have.	The implementation committee, which participated by the NPB Secretariat and six teams in the Central and Pacific League, is discussing enacting special regulations such as registration and cancellation of players and extension of the trade deadline due to the spread of COVID-19, and easing the standards for free agents (FA).	NPB 사무국과 중앙·태평양리그 각 6개 구단이 소속된 집행위원회는 코로나19 확산에 따른 선수 등록·취소, 트레이드 기한 연장, 자유계약선수(FA) 기준 완화 등 특별규정 제정을 논의하고 있다.
2018	스포츠	스포츠	우승팀과 순위, 수상, 아시아축구연맹(AFC) 챔피언스리그 진출권 등이 인정되는 마지노선이다.	It is a Maginot Line in which the winning team, rankings, awards, and the right to advance to the Asian Football Confederation (AFC) Champions League are recognized.	sports	0	우승팀과 순위, 수상, 아시아축구연맹(AFC) 챔피언스리그 진출권 등이 인정되는 마지노선이다.	It is a Maginot Line that recognizes the winning team, ranking, award, and qualification to advance to the Asian Football Confederation Champions League.	우승팀, 랭킹, 시상, 아시아축구연맹(AFC) 챔피언스리그 진출권이 인정되는 마지노선이다.	It is a Maginot line where the winning team, ranking, awards, and the right to advance to the AFC Champions League are recognized.	It is a borderline where the winning team, ranking, award, and the right to advance to the Asian Football Confederation (AFC) Champions League are recognized.	우승팀, 순위, 시상식, 아시아축구연맹(AFC) 챔피언스리그 진출권이 인정되는 마지노선이다.
10760	스포츠	스포츠	하지만 1회말 수비 때 타석에 들어선 김상수가 친 파울 타구에 어깨 부위를 맞고 극심한 통증을 호소했고, 정범모와 교체됐다.	However, Kim Sang-soo, who entered the batter's box during defense in the bottom of the first inning, was hit by a foul ball and complained of severe pain, and was replaced by Jung Bum-mo.	sports	0	하지만 1회말 수비 도중 타석에 들어선 김상수가 파울볼에 맞아 심한 통증을 호소하면서 정범모로 교체됐다.	However, Kim Sang-soo, who entered the batter's box during defense in the bottom of the first inning, was hit by a foul ball and complained of extreme pain, and was replaced by Jung Bum-mo.	그러나 1회 말 수비 중 타석에 들어간 김상수는 파울볼을 맞고 극심한 통증을 호소하며 그 자리를 정범모로 교체했다.	However, at the end of the first inning, Kim Sang-soo, who entered the plate at the plate, was hit in the shoulder by a foul ball and complained of severe pain, and was replaced by Jeong Beom-mo.	However, Kim Sang-soo, who entered the batter's box during defense in the bottom of the first inning, hit a foul ball on his shoulder and complained of severe pain, and was replaced by Jeong Beom-mo.	그러나 1회말 수비 중 타석에 들어선 김상수가 파울 타구에 맞고 심한 통증을 호소해 정범모로 교체됐다.
1322	스포츠	스포츠	물론 너무 휴식이 길어지면 독이 될 수 있지만 산전수전 다 겪은 베테랑 오승환은 자신의 몸을 충분히 컨트롤 할 줄 아는 투수다.	Of course, if the rest is too long, it can be poisonous, but veteran Oh Seung-hwan, who has gone through all sorts of hardships, is a pitcher who knows how to take full control of his body.	sports	0	물론 나머지가 너무 길면 독이 될 수 있지만, 산전수전 다 겪은 베테랑 오승환은 몸을 완전히 장악할 줄 아는 투수다.	Of course, if the break is too long, it can be poison, but veteran Oh Seung-hwan, who has experienced all kinds of hardships, is a pitcher who knows how to control his body enough.	물론 나머지 시간이 너무 길면 독이 될 수도 있지만 온갖 고초를 겪은 베테랑 오승환은 몸을 다스릴 줄 아는 투수다.	Of course, too long a break can be poisonous, but Seunghwan Oh, a veteran who has gone through everything before and after, is a pitcher who knows how to fully control his body.	Of course, if the rest is too long, it can be poison, but veteran Oh Seung-hwan, who has been in all seasons, is a pitcher who knows how to control his body enough.	물론 남은 시간이 너무 길어지면 독이 될 수 있지만 온갖 고난을 겪은 베테랑 오승환이 몸을 온전히 통제할 수 있는 방법을 아는 투수다.
6177	스포츠	스포츠	EPL에서 받은 성적표보다 한국 무대에 대한 적응력이 개인과 팀의 운명을 갈라놓고 있다.	The adaptability to the Korean stage divides the fate of individuals and teams rather than the performance in the EPL.	sports	0	한국 무대에 대한 적응력은 EPL에서의 성적보다는 개인과 팀의 운명을 가른다.	The adaptability to the Korean stage is dividing the fate of the individual and the team than the report card received in the EPL.	한국 무대에 대한 적응력은 EPL 성적이 아니라 개인과 팀의 운명을 가르고 있다.	The ability to adapt to the Korean stage rather than the report card received in the EPL is what separates the fate of an individual and a team.	The adaptability to the Korean stage is splitting the fate of individuals and teams rather than a report card received from EPL.	한국 무대에 대한 적응력은 EPL에서의 성적보다는 개인과 팀의 운명을 구분한다.
2152	스포츠	스포츠	LG 류중일 감독이 신예 손주영에게 한 번 더 선발 등판 기회를 주기로 결정했다.	LG coach Ryu Joong-il has decided to give rookie Son Joo-young another chance as the starter.	sports	0	LG 류중일 감독이 신인 손주영에게 다시 한번 선발 출전 기회를 주기로 했다.	LG manager Ryu Joong-il decided to give rookie Son Joo-young another chance to start.	LG 류중일 감독이 신인 손주영에게 선발로 한 번 더 기회를 주기로 했다.	LG coach Ryu Joong-il has decided to give rookie Son Ju-young one more starting chance.	LG manager Ryu Joong-il decided to give rookie Son Ju-young a chance to start once more.	LG 류중일 감독이 신인 손주영에게 선발 기회를 추가주기로 했다.
10383	스포츠	스포츠	메이저리그의 슈퍼 에이전트 스캇 보라스가 나올수 없는 구조다.	It is a structure that Major League super agent Scott Boras cannot come out.	sports	0	메이저리그 슈퍼에이전트 스콧 보라스가 나올 수 없는 구조다.	Major League Baseball's super agent Scott Boras cannot come out.	메이저리그 슈퍼에이전트 스콧 보라스가 나올 수 없는 구조다.	Major League Baseball's super agent, Scott Boras, can't come out.	It is a structure in which Major League Baseball's super agent Spot Boras cannot come out.	메이저리그 슈퍼 에이전트 스콧 보라스가 나올 수 없는 구조다.
439	스포츠	스포츠	다만 아스널 선수들이 다음주에도 이러한 방식으로 훈련을 진행할 수 있을지는 알 수 없다.	However, it is not known whether Arsenal players will be able to conduct training in this way next week.	sports	0	다만 다음 주 아스널 선수들이 이런 식으로 훈련을 할 수 있을지는 알 수 없다.	However, it is not known whether Arsenal players will be able to train in this way next week.	하지만 다음주 아스날 선수들이 이런 식으로 훈련을 할 수 있을지는 미지수다.	However, it is unclear whether Arsenal players will be able to continue training in this manner next week.	However, it is unknown whether Arsenal players will be able to conduct training in this way next week.	다만 아스널 선수들이 다음 주 이렇게 훈련을 할 수 있을지는 알 수 없다.
1328	스포츠	스포츠	'시암스포츠'는 신 감독이 한국 국가대표 미드필더 출신으로 A대표팀은 물론, 20세 이하 청소년 대표팀과 23세 이하 대표팀을 이끌고 2016 리우올림픽을 경험한 이력을 소개했다.	"""Siam Sports"" introduced coach Shin's experience of leading the A national team as well as the youth team under the age of 20 and the under-23 national team who he participated in the 2016 Rio Olympics with."	sports	0	'시암스포츠'는 신 감독이 2016년 리우 올림픽에 함께 출전한 20세 이하 청소년 대표팀과 23세 이하 대표팀을 비롯해 A대표팀을 이끈 경험을 소개했다.	"""Siam Sports"" introduced Shin's history of experiencing the 2016 Rio Olympics with a former midfielder for the Korean national team, leading the national youth team under the age of 20 and the national team under the age of 23."	'시암스포츠'에서는 신 감독이 2016 리우올림픽에 함께 출전한 20세 이하 유소년 대표팀과 23세 이하 대표팀은 물론 A 대표팀을 이끌었던 경험을 소개했다.	'Siam Sports' introduced the history of coach Shin, a former midfielder of the Korean national team, who led the A team, the under-20 youth team and the under-23 national team, and experienced the 2016 Rio Olympics.	"""Sam Sports"" introduced Shin's history of being a Korean national midfielder and leading the youth national team under the age of 20 and the under-23 national team as well as the A national team and experiencing the 2016 Rio Olympics."	'시암스포츠'는 신 감독이 2016년 리우 올림픽에 참가한 20세 이하 유소년팀과 23세 이하 대표팀을 이끄는 경험을 소개했다.
5301	스포츠	스포츠	이번 2위 입상으로 선배들과 어깨를 나란히 할 실력이 있음을 인정받았다.	The second prize proved her ability to stand shoulder to shoulder with her seniors.	sports	0	2등은 그녀의 선배들과 어깨를 나란히 하는 능력을 증명했다.	With this second place prize, he was recognized for his ability to stand shoulder to shoulder with his seniors.	2등상은 선배들과 어깨를 나란히 하는 그녀의 능력을 증명했다.	With this second place award, it was recognized that he had the ability to stand shoulder to shoulder with his seniors.	With this second place award, he was recognized for his ability to stand side by side with his seniors.	두 번째 수상은 선배들과 어깨를 나란히 하는 능력을 입증했다.
2929	스포츠	스포츠	박종훈은 TV에서 도움이 필요한 아이들을 봐도 그냥 지나치지 못한다.	Park Jong-hoon just can't ignore children that need help on TV.	sports	0	박종훈은 TV에서 도움이 필요한 아이들을 무시할 수 없다.	Park Jong-hoon can't overlook children in need on TV.	박종훈은 TV에서 도움이 필요한 아이들을 무시할 수 없다.	Park Jong-hoon can't pass it up when he sees children in need on TV.	Park Jong-hoon can't just overlook children who need help on TV.	박종훈은 TV에서 도움이 필요한 아이들을 무시할 수 없다.
7967	스포츠	스포츠	LG는 지난 겨울부터 재활에 매진했던 차우찬과 류제국이 정상적으로 선발진에 포함되는 5월부터 반격에 임하는 시나리오를 구상했다.	LG envisioned a scenario in which Cha Woo-chan and Ryu Jae-kuk, who has been working on rehabilitation since last winter, will fight back from May when they are normally included in the starting lineup.	sports	0	LG는 지난 겨울부터 재활에 힘쓰고 있는 차우찬과 류재국이 정상적으로 선발진에 포함되는 5월부터 반격하는 시나리오를 구상했다.	LG envisioned a scenario in which Cha Woo-chan and Ryu Je-guk, who have been striving for rehabilitation since last winter, will fight back in May when they are normally included in the starting lineup.	LG는 지난 겨울부터 재활에 매진하고 있는 차우찬과 류재국이 정상적으로 선발 라인업에 포함되는 5월부터 반격하는 시나리오를 구상했다.	LG envisioned a scenario in which Cha Woo-chan and Ryu Je-guk, who had been focusing on rehabilitation since last winter, would fight back in May, when they were normally included in the starting lineup.	LG devised a scenario in which Cha Woo-chan and Ryu Jung-guk, who have been working hard on rehabilitation since last winter, will respond to the counterattack from May when they are normally included in the starting lineup.	LG는 지난 겨울부터 재활 작업을 진행 중인 차우찬과 류재민이 정상 선발진에 포함되는 5월부터 반격하는 시나리오를 구상했다.
